ratingUserID,movie_order,movie_id,predicted_rating
8e7cebf9a234c064b75016249f2ac65e,1,77658,4.41046612292
77c7d756a093150d4377720abeaeef76,1,94959,4.20728005022
b7e8a92987a530cc368719a0e60e26a3,1,110501,4.86806426059
92561f21446e017dd6b68b94b23ad5b7,1,2905,4.52637147451
030001ac2145a938b07e686a35a2d638,1,2905,4.52637147451
f91b2fb085d0feb47b86fc81b10207ee,1,2905,4.52637147451
f7b0502be8c86203ce6acaffe59f993a,1,1289,4.22167317325
36f31ef9879b4de96977aeba94878581,1,109243,4.30014587027
653bb2f69ddd19e1cf1f9e1871916d71,1,91658,5.02128545995
89d365a0d0f1a80ae8d079079a078155,1,91658,5.02128545995
4d92401ed253aab37fa28a68d5d24d87,1,111921,4.81590179146
875afaef12d7872b644948db1bb3040a,1,1263,4.57979113624
2507e0e5af7f4c6bef436c8cd0e90bc3,1,108979,4.28974095467
7500db258d55789ef86cbb29ffcb2016,1,104069,5.04889340602
4d9071f72df26fe1d04196c8c6bb126e,1,130518,4.42859607443
67fc933eadbe711d020d3f3c2136b087,1,93006,4.09242421054
a258fd42676ec2550796eeb1b0028ea0,1,100556,3.94300269981
e0ae9890c58fcfe19c89b45f5871add2,1,108583,4.03987625624
0c6e74d0739fb94e2f3c8e5605497bbd,1,108583,4.03987625624
b6a8cb7e55cbf2c1bde7f2b252203272,1,904,3.97630768956
7211a6a66a5fc549e2d74dacfbb555b2,1,107978,4.07225064206
2d274b0dd0a7fe38bb172aed02270a7c,1,60069,4.64461357163
428db88497a65655feb825365ad29a4a,1,1198,5.18850253123
32babaf7d63853c83739e371efba6929,1,89759,5.00181590327
183a0f30268fa6fda7b3609f8bcf0f44,1,1037,4.03813053375
eefef5e8659f07c7ca44b300d51559d6,1,130284,3.32985832982
838c3893b7166571c97e796dcaf456d7,1,2858,5.03362697721
79a402185248690bdee40163a140fde4,1,77658,3.94250371017
56e60808b468eb5f0845616fe2714974,1,1233,4.36253484727
